tweet,label
RT @Surfer_girl121: 🎉 YAAAYYYYYYY 🎉We made it to 555 likes 🤗 Thank you all who liked and retweeted!!! https://t.co/Z4EaDZdjY2,2
"@JensenAckles  @jarpad @mishacollins @cw_spn CONGRATS ON SEASON 14. 🎉

If you guys ever wanna pass the torch on, to… https://t.co/FkeHJknqqJ",2
"RT @EnjoyGirlsNow: 🍒 https://t.co/7N1VJBBYha 🍒
NON STOP free live sex cams.
🎉 https://t.co/7N1VJBBYha 🎉
NON STOP free live sex cams.
💋 http…",2
"RT @SajanKkjha: @ajaydevgn @KajolAtUN  @rajkumar_rkg @writish @prakashjha27
Wishing A Very Happy Birthday
#AjayDevgn
💐🙏Sir💐🙏
🎊🎇🎉🎈🎂
#HappyBi…",2
RT @KayzoMusic: Ain’t no party like a binch party 🎉 https://t.co/x5sWcMqtXk,2
"RT @BrookeGrace26: Streaming Goals:

Met:
Just Right: *200M* 🎉 

Goals:
Never Ever: 100M
You Are: 50M
Look: 30M
Hard Carry &amp; Fly: 75M
If Yo…",2
"Don’t expect wonders. Just be who you are and be damn good at what you do! 💪🙌❤️ 
Happy belated GAGA 🎉 #ladygaga https://t.co/nvPsxsuas0",2
"you seem so easy to get along w, lets be friends — that's nice so let's do it 🎉 also what's your zodiac sign? https://t.co/neVtFo1lQh",2
RT @asapdaniii: Happy birthday !!!!! 🎉🎊🎈 @malaiaderka,2
"RT @Hannaelizebeth: HAPPY 21ST MALAIA!!!! I love you, you beautiful soul I hope you have an amazing day I miss you so much!! 💛💛💛💫💫🌟🌟🎉🎉🎊🎊🍾🍻🍺…",2
RT @OlicityDreams: #Arrow officially renewed for season SEVEN!!! 🎉🎉🎉🏹🏹🏹🏹 https://t.co/IhT97jQnYu,2
"Happy Birthday Syd💕 I hope you have an amazing day, and celebrate accordingly like we all know you will! Love you!😊🍾🎉🍰 @sydney_logsdon",2
"RT @wendifansite: Hey @goldnerds please go wish the wonderful @adamfgoldberg a VERY Happy Birthday today!  🎉🎂
#TheGoldbergs #BirthdayBoySig…",2
"RT @RReviews_blog: 🎉Giveaway 🎉

I’ve teamed up with the amazing Holly at @_TheLazyLemon_ to give you the chance to win these goodies 🍋

1.…",2
"RT @Z100NewYork: Happy birthday to the amazingly talented, unreal, 1 of @whydontwemusic’s finest: @SeaveyDaniel 🎊🎂♥️🎉 https://t.co/JXq51DJa…",2
"RT @FourwaysHair: 1/2 WEEKEND GIVEAWAY OFFICIALLY CLOSED!!! 🎁🎉😊💙🙌🏃‍♂️

THANK YOU FOR YOUR SUPPORT &amp; RTs! 🙏

We've had nearly 300 entries fo…",2
"RT @TraitorRyan: Don't forget! You can listen to our new EP on #Spotify!
#TraitorsClub #Year1 #ImSoGlad #TheGhostofJamesDean 
🎉🎉🎉🎉🎉🎉🎉🎉
http…",2
RT @yxsminxbubxker: Birthday behavior #Nasty19🎉🥂 https://t.co/JCwAOnOjKO,2
"RT @chris_ntokozo: #EasterSowetoPicnic 
Family of 4=R260
Anizi still??🎉🤷😭
Family of 5=R290🎊
Family of six=R320 🎉 https://t.co/VzGhALfXM9",2
happy birthday to the best little a girl could ask for!💛 i love you endlessly and hope your day is perfect!🤩🎉🍻… https://t.co/qXL6wJwiHL,2
RT @KayzoMusic: Ain’t no party like a binch party 🎉 https://t.co/x5sWcMqtXk,2
"RT @soompi: The amazing boys of #MonstaX are here to hype us up for Soompi's 20th birthday! 🎉

Share YOUR K-pop story with #FromMeToYou and…",2
"RT @TennisTV: Back on top of the world 🙌

Congrats on returning to No.1 in the @ATPWorldTour rankings, @RafaelNadal 🎉 https://t.co/Ighf8CDY…",2
@HRVY See you in Bham! ❤🎉,2
@2008Erickg happy birthday Brodie! 🍾🍻🎉🎊,2
"RT @chris_ntokozo: #EasterSowetoPicnic 
Ogogo nomkhulu we're not leaving you behind bakithi 😋🎉🎊 Pensioners=R80 ✅ https://t.co/Nc2tgUaaXH",2
Happy birthay Park ! 🎇🎉🎊@JungMin0403 https://t.co/PrfyjaqgwO,2
"RT @Z100NewYork: Happy birthday to the amazingly talented, unreal, 1 of @whydontwemusic’s finest: @SeaveyDaniel 🎊🎂♥️🎉 https://t.co/JXq51DJa…",2
"RT @chris_ntokozo: #EasterSowetoPicnic 
👫 couple=R180🎉🎊
See you guys on the 28th of April 👌Save the date 📆 https://t.co/lRmIaXaMCQ",2
"RT @Koreaboo: Congratulations to TWICE for surpassing 50 Million views with their 2nd Japanese single ""Candy Pop"" 🎉🎶🍭 Nothing is sweeter th…",2
"RT @Z100NewYork: Happy birthday to the amazingly talented, unreal, 1 of @whydontwemusic’s finest: @SeaveyDaniel 🎊🎂♥️🎉 https://t.co/JXq51DJa…",2
RT @boo_thang_59: I just want to take the time and tell my niggah og happy mf birthday🎊🎉 !!! Love you I hope you have a good ass day today…,2
@middleton_nic Happy Birthday Nicolas! I hope you have a lovely day and get smashed as per 🤕 see you soon 😘🕺🏽🎉Xx,2
"@SeaveyDaniel Happy birthday, Daniel! 😄🎉
I hope you're having an amazing day, I love you ❤",2
"RT @NCTsmtown: HAPPY BIRTHDAY🎂 TO MARK!🎉 
🌏WE💚YOU!😘
#WeLoveMarkLee 😍🍉🍗 https://t.co/UiBN1lYei3",2
All ready for Jude's 60th 🎉🍻💜 https://t.co/xumEBrWzvo,2
"RT @MasonStudentGov: The results are in! The next Student Body President and Vice President is!

Bekah Pettine and Erik Truong🎉🎉",2
RT @ImJayStation: Goood morning! I get to pick up my camera today ❤️ that means new video tomorrow 🎉😆,2
"RT @kkcrazy92: Hi @dienain, live donk via https://t.co/xXT3vnyrCF 😂😂

We support you 🤗🤗💞💞🎉🎉 https://t.co/P2ScepwRdL",2
@MayaBenson5 @simplykennedy_ Congratulations baby girl🎊🎉🎈,2
Happy 18th birthday to the tambokikoy ng leyte!! 🎉 u deserve all the love and happiness 😚 check messenger ♥️… https://t.co/qd66TK48kv,2
RT @AfiaO_A: Happy Easter 🎉❤ https://t.co/Tc1aGK50w4,2
RT @caitylotz: Happy birthday mama ✨🎉 https://t.co/VM91EKG0Ka https://t.co/0T1afi4vq0,2
Happy birthday!! 🎉 @__M_PMP31,2
"RT @9muses_: [#혜미생축] 
19910403🎉
HAPPY BIRTHDAY TO #HYEMI

#나인뮤지스 #9MUSES #혜미
#혜미데이 #HappyHYEMIday https://t.co/PpAFEI5waS",2
RT @ImRahulSharma3: Wish u a very happy bday big bro @KapilSharmaK9 paaji raab hmesha Chadian kalan ch rkhe 😊🎂🎉🙏 https://t.co/WWpHedhBbA,2
RT @YoBitchEAZY_: @Miigggoooo Happy Birthday 🎉,2
RT @daffbieber18: Happy birthday my dude @obey_zea_01 !!!! 🎉🎉 you always making me laugh and you got a great personality. I hope you have a…,2
