tweet,label
@kaaaaayyyyy___ 😂😂 nullll can’t even do it . Let us be lol . Everybody got some fxkd up slang 😂,0
@mctait You all are starting to act like Vandy fans 😂 His initial plan was to make a late decision in the spring. H… https://t.co/wOwOsQXHLt,0
RT @kinglherx: Caught in the act😂😂 https://t.co/XgqS0MqVcc,0
"Last episode of scream at 3am.
Cg nicaii, hadluka pa imi kaugalingon 😂 — watching Netflix",0
😂😭😭😭😭 “6’6 in timbs “ I FELT THAT! https://t.co/g8nT9AxnS4,0
@Debbi_T_RB Both 😂,0
RT @thesheidashow: it took a whole 15 minute facetime call to convince this woman I wasn’t her son Dorian from Canada 😂 https://t.co/1Fa42U…,0
RT @craigshapes: One more tho... they’re both currently crying at DIY SOS. And crying at something on the telly is completely normal. 😂,0
@MMartinez64_ LMAAOOO don't blast me like this 😂💀,0
RT @anu_akinola: They all started to die immediately 😩😂🤧 https://t.co/N4JQCTdz7D,0
RT @shawtymac_x: I love these 2 mfs 😭😭😂 https://t.co/1PKR8eGFFi,0
@xGhylene @wtvokay @kissingscream You never know 🤷‍♀️😂,0
"‘Youre too hot . I cannot stand your heat. ‘

39 degrees kot gila tak panas 😂🔥🔥🔥",0
Well damn can I get a shout out #Sheesh 🤣😂 https://t.co/RtO6qaMIbI,0
@femaIerobbery_ Trueeee 😂😂,0
RT @CHICOIRP: i damn near broke my neck and she worried about a chair 😂😂😂😂 https://t.co/KneBX6QHkm,0
RT @mun1744: my little sister held hands with a boy. 😂 https://t.co/QMiEJPpRUt,0
RT @_IsaiahNoThomas: 😂😂 don’t let twitter burn your house down https://t.co/jJQcY2Oe0Z,0
RT @portalus_: My brother got suspended from the bus. So I had to take him home for almost two weeks. 😂😂 https://t.co/cl1XNszFT7,0
"RT @noahalishah: Finally Imran Khan blocked blackmailing &amp; put full stop to ""Nazriyati-pan dhong""😂",0
@lovekris__ Who is she? 😂😂 I sound like a crazy bf but I’m tryna see why she’s verified lmao,0
RT @AliciaaAngiee: I’m at 6 flags and I see Blac Chyna and her crew trying to fight 😂😭 https://t.co/iuEdiYKl95,0
RT @Nacho_jr_: Yo dad dont like that nigga for shit 😂 https://t.co/Xtp8rjoX72,0
"@ih8ahx I kid you not, this how the east side white girls dress. You find em at Walmart or food4less 😂",0
"RT @bprerna: If Sachin Tendulkar hadn't retired already, he would have after seeing this  😂 https://t.co/KAuoWZgvrI",0
Sometimes I can dress nice 😂😊😅 https://t.co/htVFlsLftX,0
Is that what mata sounds like 😂😂😂😂😂 https://t.co/GyV147J5U6,0
RT @savannah_ajas: i’d say we successfully fooled my dad  😂💍 https://t.co/kBRETb1ttO,0
RT @_pattyscake: Be sitting at the computer wrapped in a big ass cover😂 https://t.co/rKdrt95mfP,0
RT @UKnowSymba: i asked my girl who she texting and she said her boyfriend 😂😂 i forgot i’m the side nigga LMFAOOOOOOOOOOOOOOOOOOOOOOOOOOOOO…,0
RT @CNCOFilipinas: @CNCOmusic Solo yo wasn't released yet but i can feel another one billion views already before the year ends😂😂🔥🔥🔥 The #C…,0
"RT @AllRealTalkMe: If you wanna have sex with me, you gotta get on the 1 year long waiting list😂.. I gotta see if I even like you for more…",0
@mu774na Haha I have social anxiety..lol you'd be bored stiff😂😂😂😂😂😂😂,0
"RT @SABA_LEE: I love Nina abeg 😂
Pray for ur boyfriend while ur strategic lover blows your back .
I STANNNN!!!",0
"RT @goonereol: Action ...Reaction .
Best of luck to @sagarikaghose  &amp; Co
😂😂 https://t.co/A9jVQZk3v8",0
"RT @sighbrattt: y’all hoes be cute with makeup , i’m cute with lipgloss😂",0
RT @CobyIvy: I’m from Texas where we say “preciate it” instead of thank you 😂,0
"RT @_Marsha_k: LMAO, starehe dodged a bullet 😂😂 https://t.co/97vEKJpi4o",0
RT @CuddyTre: They having a footwork session on fortinite 😂 https://t.co/xcAKwqKt2M,0
RT @DegatonJ: @Jason6335Reily @cjtruth @RedNationRising 😂  EXACTLY....  this is freakishly unbelievable.  Lol. Wow,0
RT @Nobodyknows__t: I actually love this 😂 “When she calls me sweet DaAAaAaddy”  https://t.co/F9af2aTAKi,0
"So just wow😂excuse my rude comment of damn she's ugly .....but 
......the bitches made me walk🤔",0
RT @hollywoodlik_: 😂😂😂i feel for u lmao https://t.co/7RSiSuqC9B,0
RT @_IsaiahNoThomas: 😂😂 don’t let twitter burn your house down https://t.co/jJQcY2Oe0Z,0
not the Santana Moss jersey 😂 https://t.co/JzkW9Sn0nF,0
@StuartCab205 @HoolahanFC I agree I dont think they are😂,0
RT @MightyDuck__: Lmaooooo somebody come get my mom please 😂😂 https://t.co/J5JbRLm542,0
RT @IzyMiagi: The punch was so sharp it turned him into Bobby Shmurda 😂😂 https://t.co/c3XRbhomj0,0
"Can’t wait to be a Space Ninja Senpai. 

This is hilarious though!! 😂😂😂 #Warframe 

https://t.co/VOb8jFCbue",0
RT @BleacherReport: Bobi's plan 😂 (via @Farbod_E) https://t.co/1QzOqQ00Aq,0
@JDemty_78 lmfaoooo not this semester Joseph 😂,0
RT @FootbalIStuff: Jamie Vardy: “The only VAR I like is a Vodka and RedBull....” 😂😂 https://t.co/PZmIFOax18,0
@QueenRyy_ @_JohnnyBandzz lmao. y’all a mess😂😂,0
@mariobautista_ @YessicaAlcaraz_ Goaaaals😂,0
@ricklowe08 he did Ask are 4 cans enough 😂🍺,0
"@skellybob @StanCollymore What's that big fat woman on the chase called, maybe its her 😂😂😂😂",0
😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 I just cant @DianeBrownSA_ https://t.co/fOrZKVBXs2,0
RT @_IsaiahNoThomas: 😂😂 don’t let twitter burn your house down https://t.co/jJQcY2Oe0Z,0
"RT @ComFade: ""Walk it Talk it"" Dr. Seuss edition Migos is for the kids 😂😂 https://t.co/s5rejJKn8K",0
RT @jdickens99: When he hit that double dab out of no where 😂😂 https://t.co/92HsqtiQMk,0
RT @DonnieBaby__: When yo homie ask if she got friends and she say yea we on our way😂😂💯 https://t.co/9N4xMAi6mj,0
@onikasedges 🙄😂thank you,0
"RT @MprueDie: This picture just called Namhla, Lucy &amp; Cosmo to the kitchen 😂😂😂😂❤️ https://t.co/v1ojRwmCtr",0
RT @thesheidashow: it took a whole 15 minute facetime call to convince this woman I wasn’t her son Dorian from Canada 😂 https://t.co/1Fa42U…,0
"RT @BoobieISBIG: Twitter don’t deserves you, go away😩😩😩😭😂 https://t.co/JbfCNTJVKO",0
RT @yeahimkeela: I gotta marry a funny nigga bc I LOVE to laugh 😂,0
RT @GeorgeRayy: What footballs all about 😂👏🏼⚽️ #CAFC https://t.co/wWYFEzIBKL,0
RT @Chasity_0213: Let's all take a minute to appreciate @mytoecold face in this picture😍😂and @shanedawson looking fire as always 🤗🤗 https:/…,0
@TheGCBand I see myself in the background of this photo and just realized. Lol 😂,0
RT @overtime: LaMelo Ball with the SELF ALLEY 😂 @MELOD1P https://t.co/H3h23TJBZo,0
@duasslay @DUALIPA can you wave her for me? 😂😂so happy for ya❤️,0
"Nina girl the one they voted for you, you haven't said thank you you're asking for more.  😂😂😂#BBNaija",0
"RT @SeeSairung: ""Troublemaker squad goals
Guys are clueless
Don't dress for boys"" 😂

แบ๊ดบอยดาววว โอโว้โอ้โอโอ่",0
"RT @ErinAtBurrus: Well, I don’t think I’ll be asked to bring dessert to a family thing anytime soon 😈😂🙌🏼 #AprilFoolsDay https://t.co/D5XeCt…",0
@beaflorie Oml that happened to me once but with a four hour video 😂,0
RT @RulesForHoes: BLAC CHYNA TRYING TO THROW HER KID CAR LIKE 😂😂😂😂 https://t.co/J3UQYX2lnA,0
"RT @PressPlay_TLTV: We Need This: 

@TrevorNoah Cartoon 😂 https://t.co/K6Q7ydzsf6",0
Shiver me timbers 😂😭,0
RT @20daysofJune: With that being said I never want to talk about Cardi B or her fetus again 😂😂😂,0
RT @nymoney__: I feel like it's disrespectful to not have food in da house when u come home from college😂 Iike wtf bruh,0
I have an attitude about everything when I’m on my period 🙄😂,0
"RT @travisdimeer: &amp; APRIL FOOLS, BECAUSE YOU ARE NOT OUR PRESIDENT 😂 https://t.co/d6Uy4EWP9E",0
omggg @NICKIMINAJ  watch this 😭😂😂 https://t.co/bJEZwszhmR,0
RT @MightyDuck__: Lmaooooo somebody come get my mom please 😂😂 https://t.co/J5JbRLm542,0
"@Iam_Lennard @Mimie_Smallz diadem set 😂
crown set😭
Let me carry my regalness and be going",0
RT @Op_Giver: Person who spams the most will get 5$ Lmao😂 Not a F.A.T,0
😂😂 sound like me https://t.co/47xjEd0ACH,0
RT @_IsaiahNoThomas: 😂😂 don’t let twitter burn your house down https://t.co/jJQcY2Oe0Z,0
RT @ChaizYnic: If I stop spending money on fast food I would be rich by now 😂,0
RT @_IsaiahNoThomas: 😂😂 don’t let twitter burn your house down https://t.co/jJQcY2Oe0Z,0
"@ammartello97 
Don't feel offended please 🙏🏻😁😂😂😍😍",0
RT @RulesForHoes: BLAC CHYNA TRYING TO THROW HER KID CAR LIKE 😂😂😂😂 https://t.co/J3UQYX2lnA,0
dawg cee soooooo funny 😂,0
@_TheSportsJock @OfficialCSA @ayagqamane_one4 He spoke about it just the other day in assembly. 😂❤️🔥,0
RT @Kesse_GH: Chelsea fans furiously washing their home kits hoping it becomes light blue in time for ManCity’s title win.😂😂😂,0
I don't see why they can't play in that 😂 https://t.co/Prre0PMykL,0
“Yer awfully cute” 😂😂 https://t.co/HoFejZJpOH,0
Couldn’t fit everyone in the photo so had Tasha turn around so we could pretend it’s me 😂😂 https://t.co/s7kNXe8OW4,0
"RT @travisdimeer: &amp; APRIL FOOLS, BECAUSE YOU ARE NOT OUR PRESIDENT 😂 https://t.co/d6Uy4EWP9E",0
When Meer sings “Breathe Again” chileeeeee I feels it lmao he is hilarious 😂😭😂😭😂😭😭😂😭😂😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,0
RT @RealMoneyBaggYo: me? beg YOU? to fw me? 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 do you know how i am? i’ll forget you even existed quick as…,0
I FaceTimed my boyfriend &amp; he started to play fortnite. When I said bye he didn’t look back at his phone &amp; realized I never clicked 🤦🏽‍♀️😂,0
@tristinrileyy your avi😂😂😂😂,0
RT @marie_brownsuga: I be so quick to isolate myself .. i cannot vibe with everybody 😂,0
